姓名,出生年,單位,量級,體重,蹲舉,S.Rk,臥舉,B.Rk,硬舉,D.Rk,總和,T.Rk,賽制,賽事,組別,日期,地點
鄭淑娟,1968,個人,47kg,46.60,60.0,3,37.5,2,92.5,2,190.0,2,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
張碧娥,1969,臺南市,47kg,45.20,65.0,2,35.0,3,80.0,3,180.0,3,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
張淑慧,1972,個人,52kg,51.30,92.5,1,42.5,1,102.5,1,237.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
高淑球,1968,個人,57kg,55.90,112.5,1,60.0,1,140.0,1,312.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
黃于庭,1969,個人,57kg,56.40,92.5,2,52.5,4,110.0,3,255.0,2,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
謝佳彧,1973,個人,57kg,55.10,82.5,4,40.0,5,120.0,2,242.5,3,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
許采甯,1970,個人,57kg,55.48,85.0,3,55.0,3,100.0,5,240.0,4,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
林麗敏,1970,雲林縣,57kg,55.88,75.0,6,57.5,2,105.0,4,237.5,5,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
余曉翎,1970,史壯健身,57kg,56.50,77.5,5,35.0,6,90.0,6,202.5,6,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
嚴玉珍,1968,個人,57kg,56.82,70.0,7,32.5,7,82.5,7,185.0,7,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
陳姿蒨,1973,健力家族,63kg,62.40,127.5,1,70.0,1,143.0,1,340.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
劉桂玉,1970,個人,69kg,66.52,145.0,1,63.0,1,140.0,1,348.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
陳黛羚,1975,個人,69kg,63.20,72.5,2,40.0,2,115.0,2,227.5,2,經典,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
吳振強,1964,個人,74kg,67.40,110.0,1,87.5,1,150.0,1,347.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
石崇鎮,1964,宜蘭縣,74kg,70.60,105.0,2,70.0,2,122.5,2,297.5,2,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
黃國祥,1959,個人,74kg,67.30,85.0,3,55.0,3,90.0,3,230.0,3,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
方人德,1965,個人,83kg,81.42,150.0,1,117.5,1,165.0,1,432.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
黃孟申,1956,練健康,83kg,74.58,95.0,2,47.5,2,107.5,2,250.0,2,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
李恩各,1964,個人,93kg,88.32,145.0,1,90.0,1,170.0,1,405.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
陳香君,1962,個人,47kg,46.70,47.5,1,26.0,1,65.0,1,138.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
陳雪玲,1965,新北市,52kg,51.60,50.0,1,30.0,1,75.0,1,155.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
楊靜宜,1963,個人,57kg,56.52,110.0,1,50.0,1,120.5,1,280.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
游月華,1958,個人,63kg,60.75,112.5,1,55.0,1,120.0,1,287.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
孔真琦,1958,個人,63kg,57.35,40.0,2,32.5,2,65.0,2,137.5,2,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
李慧茹,1957,練健康,63kg,62.80,25.0,3,20.0,3,55.0,3,100.0,3,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
李彩薇,1961,個人,69kg,67.30,100.0,1,47.5,1,115.0,1,262.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
吳曼麗,1956,個人,76kg,71.48,100.0,1,40.0,1,110.0,1,250.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組3,2025-9,高雄市苓雅運動中心2樓西館
謝祖禎,1954,個人,74kg,73.00,145.0,1,90.0,1,155.0,1,390.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組4,2025-9,高雄市苓雅運動中心2樓西館
陳清海,1954,臺南市,74kg,68.50,77.5,2,45.0,2,110.0,2,232.5,2,經典,114年全國水泉菁英盃健力錦標賽,長青男子組4,2025-9,高雄市苓雅運動中心2樓西館
王憶台,1954,個人,83kg,76.52,82.5,1,35.0,1,105.0,1,222.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組4,2025-9,高雄市苓雅運動中心2樓西館
黃見利,1953,新竹市,93kg,83.04,140.5,1,100.0,1,123.0,1,363.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青男子組4,2025-9,高雄市苓雅運動中心2樓西館
謝智雲,1952,個人,57kg,56.08,55.0,1,25.0,1,70.0,1,150.0,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組4,2025-9,高雄市苓雅運動中心2樓西館
育禹,1952,個人,63kg,62.00,72.0,1,50.0,1,92.5,1,214.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組4,2025-9,高雄市苓雅運動中心2樓西館
張玉珠,1955,個人,69kg,67.18,70.0,1,40.0,1,112.5,1,222.5,1,經典,114年全國水泉菁英盃健力錦標賽,長青女子組4,2025-9,高雄市苓雅運動中心2樓西館
馮柏文,1992,個人,66kg,65.50,270.0,1,180.0,1,252.5,1,702.5,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
林冠綸,1996,個人,74kg,73.50,242.5,2,142.5,1,247.5,2,632.5,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
陳穎儒,1996,臺南市,74kg,73.20,265.0,1,-,-,260.0,1,-,-,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
吳為淳,1990,新北市,83kg,82.65,315.0,1,265.0,1,280.0,1,860.0,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
楊上毅,1993,個人,83kg,77.75,240.0,2,145.0,2,240.0,2,625.0,2,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
劉冠佑,1996,新北市,83kg,77.50,-,-,135.0,3,225.0,3,-,-,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
陳韋安,1995,新北市,93kg,92.60,350.0,2,212.5,2,285.0,1,847.5,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
謝函辰,1991,高雄市,93kg,90.10,242.5,4,230.0,1,245.0,3,717.5,2,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
石丞湘,1995,宜蘭縣,93kg,85.90,250.0,3,145.0,3,250.0,2,645.0,3,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
吳柏昇,2005,新竹市,93kg,92.75,360.5,1,-,-,75.0,4,-,-,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
蔡志偉,1980,新北市,105kg,102.90,300.0,2,270.0,1,260.0,2,830.0,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
黃碁軒,1996,高雄市,105kg,94.80,320.0,1,192.5,2,270.0,1,782.5,2,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
田基森,1994,新北市,120+kg,125.30,410.0,1,325.0,1,340.0,1,1075.0,1,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
江忠翰,1983,高雄市,120+kg,141.60,290.0,2,192.5,2,290.0,2,772.5,2,裝備,114年全國水泉菁英盃健力錦標賽,公開男子組,2025-9,高雄市苓雅運動中心2樓西館
王婕穎,1988,新北市,47kg,46.98,145.0,1,72.5,2,145.0,1,362.5,1,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
黃慧絹,1996,個人,47kg,46.90,120.0,2,80.0,1,135.0,2,335.0,2,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
卓家羽,1997,個人,52kg,51.90,165.0,1,75.0,1,180.0,1,420.0,1,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
陳憶筠,1994,新北市,52kg,51.96,155.0,2,72.5,2,165.0,2,392.5,2,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
黃子娟,1997,新北市,52kg,51.36,137.5,3,70.0,3,120.0,3,327.5,3,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
黃盈暄,1996,熊貓B&C,52kg,49.64,55.0,4,52.5,4,60.0,4,167.5,4,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
林子瑄,1991,宜蘭縣,57kg,56.44,165.0,1,102.5,1,170.0,1,437.5,1,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
張琇婷,1993,新北市,57kg,56.92,155.0,2,90.0,2,170.0,2,415.0,2,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
尤宜真,1973,MOS,69kg,66.90,180.0,1,80.0,2,160.0,1,420.0,1,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
陳怡君,1978,新北市,69kg,67.60,135.0,2,82.5,1,135.0,2,352.5,2,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
許小莉,1981,高雄市,76kg,75.44,217.5,1,-,-,-,-,-,-,裝備,114年全國水泉菁英盃健力錦標賽,公開女子組,2025-9,高雄市苓雅運動中心2樓西館
陳智豪,1982,MOS,83kg,82.65,195.0,1,125.0,1,210.0,1,530.0,1,裝備,114年全國水泉菁英盃健力錦標賽,長青男子組1,2025-9,高雄市苓雅運動中心2樓西館
江暐至,1984,新北市,120kg,110.10,291.0,1,200.0,1,265.5,1,756.5,1,裝備,114年全國水泉菁英盃健力錦標賽,長青男子組1,2025-9,高雄市苓雅運動中心2樓西館
陳璽羽,1981,個人,69kg,64.84,110.0,1,60.0,1,130.0,1,300.0,1,裝備,114年全國水泉菁英盃健力錦標賽,長青女子組1,2025-9,高雄市苓雅運動中心2樓西館
蕭珮婷,1971,個人,57kg,53.86,112.5,1,65.0,1,127.5,1,305.0,1,裝備,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
紀嘉琪,1975,雲林縣,63kg,62.62,90.0,1,85.0,1,130.0,1,305.0,1,裝備,114年全國水泉菁英盃健力錦標賽,長青女子組2,2025-9,高雄市苓雅運動中心2樓西館
吳志道,1959,熊貓B&C,74kg,71.95,72.5,1,85.0,1,110.0,1,267.5,1,裝備,114年全國水泉菁英盃健力錦標賽,長青男子組3,2025-9,高雄市苓雅運動中心2樓西館
黃見利,1953,新竹市,83kg,81.60,150.0,1,110.0,1,70.0,1,330.0,1,裝備,114年全國水泉菁英盃健力錦標賽,長青男子組4,2025-9,高雄市苓雅運動中心2樓西館
黃暐宸,-,宜蘭縣體育會健力委員會,59kg,-,200.0,1,140.0,2,237.5,2,577.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
游曜維,-,個人(基隆市),59kg,-,190.0,2,117.5,3,262.5,1,570.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳晧瑜,-,FRANENSTEIN,59kg,-,180.0,3,151.0,1,180.0,3,511.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
謝宗庭,-,高雄市,66kg,-,230.0,1,170.0,1,270.0,1,670.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
謝欣穆,-,個人(彰化縣),66kg,-,230.0,2,142.5,5,237.5,3,610.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳宇祺,-,個人(雲林縣),66kg,-,217.5,3,165.0,2,220.0,5,602.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林靖倫,-,個人,66kg,-,212.5,4,137.5,6,250.0,2,600.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
邱子睿,-,FRANENSTEIN,66kg,-,200.0,6,165.0,3,220.0,6,585.0,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳逸晉,-,雲林縣體育會健力委員會,66kg,-,210.0,5,110.0,7,230.0,4,550.0,6,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
邱茂森,-,FRANENSTEIN,66kg,-,190.0,7,147.5,4,205.0,7,542.5,7,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
范峻嘉,-,個人,74kg,-,265.0,2,207.5,1,295.0,1,767.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
鄭又睿,-,新北市體育總會健力委員會,74kg,-,272.5,1,160.0,2,270.0,2,702.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
李權峰,-,個人,74kg,-,225.0,4,100.0,8,250.0,3,575.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳瑋晨,-,新竹市健力協會,74kg,-,230.0,3,120.0,4,215.0,5,565.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
廖健堂,-,聯合健身,74kg,-,190.0,6,155.0,3,210.0,6,555.0,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
歐政緯,-,FRANENSTEIN,74kg,-,212.5,5,102.5,7,225.0,4,540.0,6,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
謝諺承,-,新竹市健力協會,74kg,-,177.5,8,105.0,6,200.0,7,482.5,7,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
李天生,-,閃電力量,74kg,-,185.0,7,110.0,5,180.0,8,475.0,8,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
黃敏竣,-,個人(台中市),83kg,-,265.0,1,180.0,1,280.0,1,725.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林彥龍,-,新竹市健力協會,83kg,-,255.0,2,167.5,2,270.0,3,692.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
王佳齊,-,個人(新竹縣),83kg,-,235.0,3,150.0,4,245.0,4,630.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林侑逸,-,閃電力量,83kg,-,220.0,5,127.5,6,272.5,2,620.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
孫為哲,-,個人(臺北市),83kg,-,202.5,9,157.5,3,200.0,9,560.0,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳宗賢,-,閃電力量,83kg,-,220.0,4,115.0,8,225.0,6,560.0,6,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
蘇品豪,-,個人(屏東縣),83kg,-,215.0,7,122.5,7,215.0,7,552.5,7,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
楊育嘉,-,個人(高雄市),83kg,-,215.0,6,95.0,11,210.0,8,520.0,8,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳柏穎,-,個人(桃園市),83kg,-,187.5,10,130.0,5,190.0,11,507.5,9,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
施信沂,-,個人(高雄市),83kg,-,160.0,12,110.0,9,200.0,10,470.0,10,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
紀騰翔,-,個人(台中市),83kg,-,210.0,8,20.0,12,235.0,5,465.0,11,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
劉宇祥,-,新竹市健力協會,83kg,-,165.0,11,100.0,10,170.0,12,435.0,12,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林明陽,-,個人(台中市),93kg,-,303.5,1,196.0,1,302.5,1,802.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳柏昇,-,新竹市健力協會,93kg,-,303.0,2,160.0,2,275.0,3,738.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳誠,-,閃電力量,93kg,-,250.0,3,137.5,3,285.0,2,672.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
洪楷恩,-,台鋼科技大學,93kg,-,230.0,6,117.5,6,270.0,4,617.5,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
顏邵葵,-,正修科技大學,93kg,-,245.0,4,132.5,4,225.0,7,602.5,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳聖文,-,個人(高雄市),93kg,-,225.0,7,130.0,5,245.0,5,600.0,6,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳承學,-,閃電力量,93kg,-,230.0,5,115.0,7,245.0,6,590.0,7,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
劉志慶,-,個人(彰化縣),93kg,-,185.0,9,112.5,8,212.5,8,510.0,8,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
呂文楷,-,宜蘭縣體育會健力委員會,93kg,-,195.0,8,80.0,10,200.0,9,475.0,9,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
王震緯,-,407肌力訓練,93kg,-,160.0,10,110.0,9,180.0,10,450.0,10,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
謝誌紘,-,新竹市健力協會,105kg,-,322.0,1,190.0,2,282.5,1,794.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林庭安,-,宜蘭縣體育會健力委員會,105kg,-,270.0,3,215.0,1,270.0,2,755.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
蔡聖卿,-,個人(彰化縣),105kg,-,212.5,5,152.5,3,260.0,3,625.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
何政毅,-,雲林縣體育會健力委員會,105kg,-,260.0,4,130.0,4,235.0,4,625.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳睿邦,-,個人,105kg,-,175.0,6,110.0,5,182.5,5,467.5,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
簡鈺嶄,-,FRANENSTEINSA,105kg,-,295.0,2,-,0,-,0,-,-,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
楊森,-,正修科技大學,120kg,-,340.0,1,240.0,1,320.0,1,900.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
胡廷偉,-,新竹市健力協會,120kg,-,275.0,2,135.0,3,250.0,2,660.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
蔡承恩,-,個人(苗栗縣),120kg,-,225.0,3,140.0,2,227.5,3,592.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳書廷,-,個人(高雄市),120kg,-,195.0,4,125.0,4,207.5,4,527.5,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
王培宇,-,雲林縣體育會健力委員會,120+kg,-,390.0,1,210.0,1,350.0,2,950.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
巫翊俅,-,新北市體育總會健力委員會,120+kg,-,350.0,2,185.0,3,370.0,1,905.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
李穎燁,-,新北市體育總會健力委員會,120+kg,-,300.0,3,187.5,2,325.0,3,812.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李純,-,個人(臺北市),47kg,-,97.5,1,60.0,1,135.0,1,292.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
吳佩恩,-,個人(臺南市),52kg,-,148.0,1,85.0,1,170.0,2,403.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
方慧玲,-,花蓮縣體育會健力委員會,52kg,-,135.0,2,80.0,2,175.0,1,390.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
周語芯,-,個人(新北市),52kg,-,120.0,3,60.0,3,150.0,3,330.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
劉懿萱,-,個人(新北市),52kg,-,90.0,4,35.0,4,115.0,4,240.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
盧品璇,-,史壯健身,57kg,-,137.5,1,85.0,1,160.0,1,382.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
林敬雲,-,個人(臺北市),57kg,-,115.0,4,72.5,2,152.5,2,340.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
沈依潔,-,花蓮縣體育會健力委員會,57kg,-,122.5,2,65.0,3,150.0,3,337.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
陳奕璇,-,臺南市,57kg,-,112.5,5,47.5,5,130.0,4,290.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
楊詠婷,-,個人(新北市),57kg,-,117.5,3,50.0,4,115.0,5,282.5,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李萌,-,個人,57kg,-,85.0,6,40.0,6,82.5,6,207.5,6,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
高侑蓁,-,正修科技大學,63kg,-,140.0,1,60.0,1,155.0,1,355.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
賴姿心,-,個人,63kg,-,102.5,2,47.5,2,122.5,2,272.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
洪秀靜,-,彰化縣體育會健力委員會,69kg,-,155.0,1,87.5,1,190.0,1,432.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
劉郁欣,-,個人,69kg,-,127.5,3,75.0,2,160.0,2,362.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
